timestamp,CPU_usage,RAM_usage,network_traffic
2024-01-01 00:00:00,56.40216085840443,71.11223208220783,89.32462178649185
2024-01-01 00:01:00,49.90546681309073,64.17794845926711,143.8020605429141
2024-01-01 00:02:00,51.888517760595484,56.06941458198076,92.73190246240739
2024-01-01 00:03:00,51.86671439919429,88.7729722749489,100.84510290190403
2024-01-01 00:04:00,40.97040768022495,51.98529226243152,99.61184352952455
2024-01-01 00:05:00,44.85451715501303,43.037359363729514,117.94821442462019
2024-01-01 00:06:00,44.383142947618445,72.48237773434845,99.31657855700344
2024-01-01 00:07:00,58.53358377858119,58.86279307746024,115.7916501990446
2024-01-01 00:08:00,57.082379715289335,62.86913581055967,114.83130437900428
2024-01-01 00:09:00,34.8422325720196,54.06477162870708,116.82864167100502
2024-01-01 00:10:00,48.977317266633705,67.83530242641821,130.95436597477703
2024-01-01 00:11:00,63.89902663535683,34.35128671216846,74.82223486047124
2024-01-01 00:12:00,42.525558342623675,48.81396542741713,76.04416993996534
2024-01-01 00:13:00,61.874483445778026,74.48171882386124,65.58941668674038
2024-01-01 00:14:00,37.33014061236624,63.105791189704995,80.65640586812012
2024-01-01 00:15:00,45.07857829150109,86.65175999803674,156.6347548297223
2024-01-01 00:16:00,40.25348209812242,62.84828658823448,92.49355977464559
2024-01-01 00:17:00,57.482532649644035,61.58789265175021,83.03880706682564
2024-01-01 00:18:00,50.9270055372115,47.42067825437953,115.23653902922018
2024-01-01 00:19:00,63.82470415638653,32.90125351964495,52.82543151520983
2024-01-01 00:20:00,42.985918704668734,43.45014410525401,119.74615754109175
2024-01-01 00:21:00,71.6131468189624,53.22730373209796,67.28156551653473
2024-01-01 00:22:00,46.89331053541282,87.81956848748406,97.61988924487505
2024-01-01 00:23:00,35.97540835892146,90.365916206892,77.42129600069578
2024-01-01 00:24:00,57.09105520120226,37.16206170822883,113.51361584557688
2024-01-01 00:25:00,57.56432067049208,67.71209281589033,68.0913463493471
2024-01-01 00:26:00,53.208636405237804,59.35525663387183,93.22122973112155
2024-01-01 00:27:00,52.365520915751105,87.01995884063618,104.26826055682888
2024-01-01 00:28:00,57.39430205415894,50.942437547289785,74.5774448740269
2024-01-01 00:29:00,60.88566803666653,68.95150970137726,99.82078619867428
2024-01-01 00:30:00,56.71519859265276,59.27638880646493,92.94800259089463
2024-01-01 00:31:00,65.68547134079405,64.75159174101032,93.24167070151664
2024-01-01 00:32:00,32.54557719024397,58.98762548183884,85.89838427484271
2024-01-01 00:33:00,57.69855126924061,62.50195934312508,69.65283196324435
2024-01-01 00:34:00,62.15967964072817,65.05193780902596,46.04995145728198
2024-01-01 00:35:00,67.11896174369994,48.70044565647788,114.46543569141843
2024-01-01 00:36:00,32.08357092453605,38.39789801972037,111.86639246437724
2024-01-01 00:37:00,42.93337101874223,41.482213228479125,62.581078936842346
2024-01-01 00:38:00,32.42908146848821,42.6666912660223,38.01373417181857
2024-01-01 00:39:00,48.68639879633238,55.04390007859148,141.0676293197622
2024-01-01 00:40:00,64.4214281469743,70.18960650512979,120.88456228078974
2024-01-01 00:41:00,43.89356348242475,90.18870400400061,120.70413783611161
2024-01-01 00:42:00,45.118744488352,78.2901781072763,103.53714055423463
2024-01-01 00:43:00,57.20950885011761,70.19853373881789,82.57162163318232
2024-01-01 00:44:00,58.85040161172378,64.04869720130733,86.53291220600394
2024-01-01 00:45:00,54.04216440380575,55.58215222438979,129.50819698685387
2024-01-01 00:46:00,50.35403638254722,67.56186539869559,88.21259115480059
2024-01-01 00:47:00,44.08659158640298,62.47082923049854,112.37680776556226
2024-01-01 00:48:00,47.53291941585471,57.31592436337341,134.92130245263115
2024-01-01 00:49:00,55.58146550419396,50.71580780615617,110.1981539124785
2024-01-01 00:50:00,55.627147606741076,52.725925526869815,104.43347847054807
2024-01-01 00:51:00,45.43603062590466,67.01663528466172,80.25729616965316
2024-01-01 00:52:00,43.55267420734274,72.65113826244965,115.93952394104012
2024-01-01 00:53:00,51.80969200012892,49.51135511728693,112.74080430968715
2024-01-01 00:54:00,56.52728166429749,56.88261404169671,102.47503455045157
2024-01-01 00:55:00,44.208303838453055,89.93826758488346,98.51255027730208
